[00:43:42] [main/INFO]: ModLauncher running: args [--username, _ZSGaming_, --version, neoforge-21.1.95, --gameDir, C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev, --assetsDir, C:\Users\User\curseforge\minecraft\Install\assets, --assetIndex, 17, --uuid, aa09d8f5366341b2a0b4685519bcaa41, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, ZGIxOTM4ZWItMTc4Ny00NTdkLTkyYTYtMzdkY2IwMzM4Zjkz, --xuid, 2533274960999016, --userType, msa, --versionType, release, --width, 854, --height, 480, --quickPlayPath, C:\Users\User\curseforge\minecraft\Install\quickPlay\java\1737006221230.json, --fml.neoForgeVersion, 21.1.95, --fml.fmlVersion, 4.0.34, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient]
[00:43:42] [main/INFO]: JVM identified as Microsoft OpenJDK 64-Bit Server VM 21.0.3+9-LTS
[00:43:42] [main/INFO]: ModLauncher 11.0.4+main.d2e20e43 starting: java version 21.0.3 by Microsoft; OS Windows 11 arch amd64 version 10.0
[00:43:43] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[00:43:43] [main/INFO]: Trying GL version 4.6
[00:43:43] [main/INFO]: Requested GL version 4.6 got version 4.6
[00:43:43] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=union:/C:/Users/User/curseforge/minecraft/Install/libraries/net/fabricmc/sponge-mixin/0.15.2+mixin.0.8.7/sponge-mixin-0.15.2+mixin.0.8.7.jar%23114!/ Service=ModLauncher Env=CLIENT
[00:43:43] [pool-2-thread-1/INFO]: GL info: AMD Radeon RX 6800 XT GL version 4.6.0 Core Profile Context 24.12.1.241127, ATI Technologies Inc.
[00:43:43] [main/INFO]: Found mod file "client-1.21.1-20240808.144430-srg.jar" [locator: production client provider +net.neoforged:neoforge:21.1.95:client]
[00:43:43] [main/INFO]: Found mod file "neoforge-21.1.95-universal.jar" [locator: PathBasedLocator[name=neoforge, paths=[C:\Users\User\curseforge\minecraft\Install\libraries\net\neoforged\neoforge\21.1.95\neoforge-21.1.95-universal.jar]], reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "AE2-Things-1.4.2-beta.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "AE2MEGAThings-1.21.1-2.0.1.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "ae2qolrecipes-neoforge-1.21.x-1.2.0.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "AI-Improvements-1.21-0.5.3.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "AkashicTome-1.8-29.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "almanac-1.21.x-neoforge-1.0.2.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "almostunified-neoforge-1.21.1-1.2.3.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "alternate_current-mc1.21-1.9.0.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "AmbientSounds_NEOFORGE_v6.1.4_mc1.21.1.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "Apotheosis-1.21.1-8.1.2.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "ApothicAttributes-1.21.1-2.6.1.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "ApothicEnchanting-1.21.1-1.3.2.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "ApothicSpawners-1.21.1-1.2.0.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "appleskin-neoforge-mc1.21-3.0.5.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "appliedenergistics2-19.1.3-beta.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "architectury-13.0.8-neoforge.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "ascendant_mobs-1.2.0-neoforge-1.21.1.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "athena-neoforge-1.21-4.0.1.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "attributefix-neoforge-1.21.1-21.1.2.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "BadOptimizations-2.2.1-1.21.1.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "balm-neoforge-1.21.1-21.0.23.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "BetterCompatibilityChecker-neoforge-21.1.0+mc1.21.1.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "BetterThirdPerson-neoforge-1.9.0.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "BiomesOPlenty-neoforge-1.21.1-21.1.0.7.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "bookshelf-neoforge-1.21.1-21.1.37.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "BuildingWands-neoforge-MC1.21-2.8.2.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "bwncr-neoforge-1.21.1-3.20.2.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
[00:43:43] [main/INFO]: Found mod file "chat_heads-0.13.7-neoforge-1.21.jar" [locator: {mods folder locator at C:\Users\User\curseforge\minecraft\Instances\Spellgineers-Dev\mods}, reader: mod manifest]
